age,id,workclass,education,marital-status,occupation,relationship,race,sex,native-country,target
53,tr14189, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
20,tr14190, ?, Some-college, Never-married, ?, Own-child, White, Male, United-States, <=50K
53,tr14191, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
58,tr14192, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, United-States, <=50K
51,tr14193, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
31,tr14194, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
35,tr14195, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
31,tr14196, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
21,tr14197, Private, Some-college, Never-married, Other-service, Unmarried, White, Female, United-States, <=50K
39,tr14198, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
36,tr14199, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
51,tr14200, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
18,tr14201, Private, 11th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
32,tr14202, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
56,tr14203, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
35,tr14204, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, White, Male, United-States, <=50K
63,tr14205, Private, 12th, Widowed, Sales, Unmarried, White, Female, United-States, <=50K
61,tr14206, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
23,tr14207, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
52,tr14208, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
19,tr14209, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
33,tr14210, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
35,tr14211, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male, United-States, <=50K
35,tr14212, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female, United-States, >50K
23,tr14213, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
22,tr14214, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Male, United-States, <=50K
20,tr14215, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
19,tr14216, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
47,tr14217, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, >50K
59,tr14218, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
38,tr14219, Private, HS-grad, Never-married, Sales, Own-child, White, Female, United-States, <=50K
36,tr14220, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
27,tr14221, Private, 5th-6th, Never-married, Other-service, Other-relative, White, Male, Mexico, <=50K
24,tr14222, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
35,tr14223, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female, Jamaica, <=50K
22,tr14224, State-gov, Some-college, Never-married, Other-service, Other-relative, Black, Male, Haiti, <=50K
37,tr14225, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
28,tr14226, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female, United-States, <=50K
55,tr14227, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
29,tr14228, ?, 5th-6th, Married-civ-spouse, ?, Wife, White, Female, United-States, <=50K
32,tr14229, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
66,tr14230, ?, Some-college, Divorced, ?, Other-relative, White, Female, United-States, <=50K
23,tr14231, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
50,tr14232, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
40,tr14233, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
51,tr14234, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
34,tr14235, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
28,tr14236, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female, United-States, <=50K
52,tr14237, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, Germany, >50K
39,tr14238, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
43,tr14239, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
36,tr14240, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States, >50K
25,tr14241, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
42,tr14242, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
35,tr14243, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, Germany, <=50K
43,tr14244, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
34,tr14245, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
50,tr14246, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
30,tr14247, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
44,tr14248, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
52,tr14249, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
35,tr14250, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
36,tr14251, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, >50K
30,tr14252, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, Taiwan, <=50K
36,tr14253, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
39,tr14254, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
25,tr14255, Private, 1st-4th, Married-civ-spouse, Farming-fishing, Husband, White, Male, Mexico, <=50K
26,tr14256, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, United-States, <=50K
20,tr14257, Private, HS-grad, Never-married, Sales, Own-child, Black, Female, United-States, <=50K
20,tr14258, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male, United-States, <=50K
26,tr14259, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
24,tr14260, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
48,tr14261, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
62,tr14262, Private, HS-grad, Divorced, Priv-house-serv, Unmarried, Black, Female, United-States, <=50K
48,tr14263, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
52,tr14264, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
25,tr14265, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
58,tr14266, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
29,tr14267, ?, Some-college, Married-civ-spouse, ?, Wife, White, Female, United-States, <=50K
45,tr14268, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male, ?, <=50K
19,tr14269, Private, Some-college, Never-married, Other-service, Other-relative, White, Female, United-States, <=50K
37,tr14270, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Black, Male, United-States, <=50K
23,tr14271, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Puerto-Rico, <=50K
31,tr14272, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
64,tr14273, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
28,tr14274, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
32,tr14275, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
35,tr14276, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, >50K
19,tr14277, ?, Some-college, Never-married, ?, Own-child, White, Female, United-States, <=50K
39,tr14278, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
55,tr14279, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female, ?, <=50K
46,tr14280, Self-emp-not-inc, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female, South, >50K
19,tr14281, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
29,tr14282, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, Scotland, <=50K
25,tr14283, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Male, United-States, <=50K
37,tr14284, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
30,tr14285, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male, United-States, <=50K
28,tr14286, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, Philippines, <=50K
36,tr14287, Federal-gov, Some-college, Separated, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
32,tr14288, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female, United-States, <=50K
34,tr14289, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
34,tr14290, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
20,tr14291, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
27,tr14292, Self-emp-inc, Masters, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
36,tr14293, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
35,tr14294, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
37,tr14295, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
32,tr14296, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
32,tr14297, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
52,tr14298, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
50,tr14299, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
25,tr14300, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
21,tr14301, Private, Preschool, Never-married, Farming-fishing, Not-in-family, White, Male, Mexico, <=50K
31,tr14302, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
31,tr14303, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
41,tr14304, Private, Assoc-voc, Separated, Other-service, Not-in-family, White, Male, United-States, <=50K
47,tr14305, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
20,tr14306, ?, Some-college, Never-married, ?, Own-child, White, Female, United-States, <=50K
20,tr14307, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
29,tr14308, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, Black, Female, United-States, <=50K
51,tr14309, Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
30,tr14310, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
23,tr14311, ?, Some-college, Never-married, ?, Not-in-family, White, Female, United-States, <=50K
48,tr14312, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
39,tr14313, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male, United-States, >50K
62,tr14314, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
22,tr14315, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
46,tr14316, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
51,tr14317, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
40,tr14318, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
31,tr14319, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, United-States, <=50K
30,tr14320, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
52,tr14321, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
20,tr14322, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Female, United-States, <=50K
37,tr14323, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
65,tr14324, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
40,tr14325, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
60,tr14326, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
27,tr14327, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, Ireland, <=50K
62,tr14328, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
38,tr14329, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
49,tr14330, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
21,tr14331, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
18,tr14332, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
25,tr14333, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male, United-States, <=50K
36,tr14334, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
52,tr14335, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
19,tr14336, Private, Some-college, Never-married, Tech-support, Own-child, White, Male, United-States, <=50K
23,tr14337, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
63,tr14338, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
63,tr14339, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
62,tr14340, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male, United-States, >50K
51,tr14341, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
76,tr14342, Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
50,tr14343, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
45,tr14344, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
44,tr14345, Self-emp-inc, Some-college, Divorced, Sales, Own-child, White, Male, United-States, >50K
51,tr14346, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States, <=50K
42,tr14347, Local-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Male, United-States, <=50K
53,tr14348, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
29,tr14349, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
44,tr14350, Federal-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
35,tr14351, Private, 10th, Widowed, Other-service, Not-in-family, Black, Female, United-States, <=50K
27,tr14352, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
35,tr14353, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
60,tr14354, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, White, Female, United-States, <=50K
49,tr14355, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, >50K
33,tr14356, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
35,tr14357, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
31,tr14358, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
54,tr14359, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
57,tr14360, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
30,tr14361, Private, 9th, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
45,tr14362, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, Vietnam, <=50K
41,tr14363, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
25,tr14364, Private, Bachelors, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
51,tr14365, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
42,tr14366, Private, 5th-6th, Separated, Adm-clerical, Other-relative, White, Male, El-Salvador, <=50K
28,tr14367, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
47,tr14368, ?, 10th, Married-civ-spouse, ?, Wife, White, Female, Cuba, <=50K
53,tr14369, Federal-gov, Bachelors, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male, United-States, <=50K
46,tr14370, Private, 11th, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, >50K
26,tr14371, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, ?, <=50K
30,tr14372, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
48,tr14373, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
22,tr14374, Private, Some-college, Never-married, Other-service, Own-child, Black, Male, United-States, <=50K
32,tr14375, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
33,tr14376, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, >50K
31,tr14377, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
43,tr14378, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female, England, >50K
26,tr14379, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
34,tr14380, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male, United-States, <=50K
17,tr14381, Private, 11th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
35,tr14382, Local-gov, Masters, Never-married, Prof-specialty, Own-child, Black, Female, United-States, <=50K
29,tr14383, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
27,tr14384, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male, El-Salvador, <=50K
32,tr14385, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male, ?, <=50K
34,tr14386, Private, Bachelors, Never-married, Sales, Own-child, White, Male, United-States, >50K
32,tr14387, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Female, United-States, <=50K
47,tr14388, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
40,tr14389, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
26,tr14390, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
30,tr14391, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, Ireland, <=50K
54,tr14392, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
53,tr14393, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
38,tr14394, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, ?, >50K
43,tr14395, Private, 7th-8th, Separated, Farming-fishing, Not-in-family, Black, Male, United-States, <=50K
25,tr14396, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
39,tr14397, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
57,tr14398, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
47,tr14399, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
45,tr14400, Private, HS-grad, Divorced, Other-service, Other-relative, Black, Female, United-States, <=50K
24,tr14401, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
32,tr14402, Self-emp-not-inc, 10th, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
25,tr14403, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
57,tr14404, Private, 5th-6th, Separated, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
28,tr14405, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
28,tr14406, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, Cuba, <=50K
27,tr14407, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
28,tr14408, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
74,tr14409, ?, 1st-4th, Married-civ-spouse, ?, Husband, Black, Male, United-States, <=50K
44,tr14410, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, Japan, <=50K
27,tr14411, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
61,tr14412, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
25,tr14413, Private, 11th, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
28,tr14414, Private, 9th, Never-married, Handlers-cleaners, Own-child, Black, Female, United-States, <=50K
20,tr14415, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
33,tr14416, Private, Assoc-voc, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, Philippines, <=50K
38,tr14417, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male, United-States, <=50K
31,tr14418, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female, United-States, <=50K
40,tr14419, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, >50K
43,tr14420, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
38,tr14421, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
19,tr14422, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male, United-States, <=50K
56,tr14423, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
38,tr14424, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, >50K
30,tr14425, ?, Bachelors, Married-civ-spouse, ?, Wife, White, Female, United-States, <=50K
22,tr14426, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Wife, White, Female, United-States, <=50K
18,tr14427, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
68,tr14428, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
35,tr14429, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
42,tr14430, Private, 7th-8th, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Female, ?, <=50K
32,tr14431, Private, 10th, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
43,tr14432, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
30,tr14433, Private, 10th, Never-married, Machine-op-inspct, Unmarried, Black, Female, United-States, <=50K
62,tr14434, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
38,tr14435, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
27,tr14436, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
28,tr14437, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female, Germany, >50K
26,tr14438, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
21,tr14439, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
19,tr14440, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Male, United-States, <=50K
20,tr14441, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
25,tr14442, State-gov, Bachelors, Never-married, Protective-serv, Not-in-family, Black, Male, United-States, <=50K
28,tr14443, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male, Columbia, <=50K
36,tr14444, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, >50K
23,tr14445, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, Mexico, <=50K
24,tr14446, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
23,tr14447, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
24,tr14448, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
25,tr14449, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
24,tr14450, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
30,tr14451, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
26,tr14452, Private, Bachelors, Never-married, Sales, Own-child, White, Female, ?, <=50K
62,tr14453, ?, Masters, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
36,tr14454, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, <=50K
45,tr14455, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, Philippines, <=50K
31,tr14456, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
34,tr14457, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
65,tr14458, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, Mexico, >50K
42,tr14459, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
27,tr14460, State-gov, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
40,tr14461, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Female, Puerto-Rico, <=50K
53,tr14462, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
54,tr14463, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
30,tr14464, State-gov, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male, United-States, <=50K
