id,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week
tr17783,26,194352,13,0,0,40
tr17784,24,194096,9,0,0,45
tr17785,90,153602,9,6767,0,40
tr17786,20,215495,10,0,0,40
tr17787,27,164607,13,0,0,50
tr17788,58,34878,13,0,0,50
tr17789,37,126569,14,0,1977,40
tr17790,65,315728,9,2329,0,75
tr17791,28,22422,9,0,0,40
tr17792,45,56841,9,0,0,40
tr17793,23,300275,9,0,0,48
tr17794,69,197288,9,0,0,35
tr17795,58,157786,9,0,0,40
tr17796,22,110684,9,0,0,20
tr17797,58,140729,13,0,0,35
tr17798,53,90127,10,0,0,60
tr17799,44,37997,9,0,0,60
tr17800,31,61308,6,0,0,40
tr17801,46,171199,13,0,0,40
tr17802,48,128432,9,0,0,40
tr17803,46,195023,10,0,0,40
tr17804,43,122473,5,0,625,40
tr17805,43,171888,10,0,0,40
tr17806,17,183784,6,0,0,15
tr17807,20,219262,10,0,0,40
tr17808,22,71379,10,0,0,35
tr17809,19,234519,10,0,0,35
tr17810,35,96824,10,0,0,40
tr17811,29,242597,13,0,0,40
tr17812,18,127388,10,0,0,40
tr17813,25,204536,9,0,0,35
tr17814,54,143804,6,0,0,40
tr17815,23,80680,10,0,0,16
tr17816,36,301227,3,0,0,35
tr17817,26,201930,9,0,0,50
tr17818,25,176616,9,0,0,40
tr17819,46,353219,5,0,0,40
tr17820,41,126076,10,0,0,50
tr17821,31,156493,9,0,0,40
tr17822,48,435503,14,0,0,40
tr17823,52,561489,14,0,0,50
tr17824,22,100345,9,0,0,43
tr17825,18,36275,9,0,0,25
tr17826,46,110794,10,0,0,40
tr17827,34,143766,10,0,0,40
tr17828,30,76313,9,0,0,48
tr17829,31,121308,7,0,0,40
tr17830,21,216672,9,0,0,40
tr17831,45,103406,13,0,1977,60
tr17832,30,158291,13,0,0,40
tr17833,21,455361,5,0,0,35
tr17834,44,225263,10,0,1408,46
tr17835,54,225307,7,0,0,50
tr17836,36,286115,9,0,0,40
tr17837,50,187830,13,0,0,50
tr17838,26,142506,13,0,0,35
tr17839,47,148576,15,0,0,35
tr17840,36,185325,9,0,0,37
tr17841,32,27939,10,0,0,60
tr17842,21,383603,6,0,0,35
tr17843,30,140790,9,0,0,45
tr17844,34,226629,9,0,0,40
tr17845,51,228516,9,0,0,45
tr17846,55,119762,6,0,0,50
tr17847,43,299197,10,0,0,40
tr17848,37,149297,9,0,0,30
tr17849,28,202558,10,0,0,40
tr17850,39,175232,10,0,0,50
tr17851,35,157473,9,0,0,40
tr17852,59,409842,14,0,0,20
tr17853,26,105787,9,0,0,36
tr17854,68,144056,9,3818,0,40
tr17855,46,45363,15,0,2824,40
tr17856,21,205838,9,0,0,37
tr17857,23,115326,10,0,0,20
tr17858,17,186890,6,0,0,30
tr17859,23,304386,9,0,0,40
tr17860,34,24529,9,0,0,15
tr17861,33,183557,12,0,0,40
tr17862,31,342730,12,0,0,45
tr17863,31,182191,13,4064,0,30
tr17864,56,67841,9,0,0,40
tr17865,21,351381,9,0,0,40
tr17866,45,293691,9,0,1590,40
tr17867,41,220821,13,7688,0,40
tr17868,26,190027,6,0,0,30
tr17869,41,343944,7,0,0,40
tr17870,46,110457,14,0,0,55
tr17871,47,72333,9,0,0,40
tr17872,43,193494,15,0,0,60
tr17873,35,334999,9,0,0,45
tr17874,58,113806,13,7688,0,30
tr17875,25,52536,12,0,1594,25
tr17876,44,187720,11,0,0,40
tr17877,57,104996,10,0,0,42
tr17878,24,214555,10,0,0,40
tr17879,38,52963,13,0,0,50
tr17880,33,190511,4,2176,0,35
tr17881,25,75821,10,0,0,40
tr17882,33,123291,9,0,0,84
tr17883,50,226497,10,0,0,52
tr17884,35,282979,9,5178,0,50
tr17885,36,166549,13,0,0,55
tr17886,27,187746,10,0,0,40
tr17887,22,157145,11,0,0,50
tr17888,30,227551,9,0,0,40
tr17889,90,115306,14,0,0,40
tr17890,39,169249,9,0,0,40
tr17891,34,221966,13,0,0,45
tr17892,39,224566,13,0,0,60
tr17893,19,28119,10,0,0,4
tr17894,29,210498,9,0,0,40
tr17895,66,174995,12,2290,0,30
tr17896,38,161141,10,0,0,45
tr17897,44,210534,3,0,0,40
tr17898,34,112650,4,0,0,40
tr17899,35,318891,12,0,0,40
tr17900,29,375655,13,0,0,40
tr17901,22,228465,9,0,0,40
tr17902,33,102130,10,0,0,40
tr17903,73,183213,11,25124,0,60
tr17904,35,177305,10,0,2377,40
tr17905,41,34037,9,0,0,40
tr17906,27,116613,10,0,0,50
tr17907,25,175540,9,0,0,50
tr17908,47,150768,13,0,1564,51
tr17909,36,176634,13,0,0,35
tr17910,36,209993,2,0,0,20
tr17911,25,206002,9,0,0,40
tr17912,37,201259,7,0,0,65
tr17913,26,202286,13,0,0,40
tr17914,53,96062,10,0,1740,40
tr17915,36,578377,14,0,0,40
tr17916,30,509500,13,4787,0,45
tr17917,53,324021,10,0,0,40
tr17918,37,107737,9,0,0,45
tr17919,41,129865,9,0,0,40
tr17920,53,103586,13,0,0,55
tr17921,23,187513,10,0,0,32
tr17922,28,172891,9,0,0,50
tr17923,53,207449,6,0,0,40
tr17924,32,209103,9,0,0,20
tr17925,33,408813,13,0,0,50
tr17926,52,144361,11,0,1902,40
tr17927,31,209538,10,0,0,55
tr17928,27,244402,12,0,0,40
tr17929,44,889965,9,3137,0,30
tr17930,37,298444,14,0,0,40
tr17931,39,163237,9,0,0,60
tr17932,18,311795,8,0,0,20
tr17933,49,291783,13,0,0,40
tr17934,35,153535,9,0,0,36
tr17935,43,249771,9,0,0,99
tr17936,43,462180,15,99999,0,60
tr17937,31,308540,10,0,0,40
tr17938,27,34701,13,0,0,40
tr17939,46,106252,10,0,0,40
tr17940,54,138944,9,0,0,44
tr17941,37,140713,10,0,0,40
tr17942,53,216931,10,4386,0,40
tr17943,26,162312,10,0,0,20
tr17944,59,253062,15,0,0,55
tr17945,36,359249,10,0,0,40
tr17946,32,231413,9,0,0,40
tr17947,53,197054,14,0,0,40
tr17948,26,130931,9,0,0,40
tr17949,35,30565,9,0,0,40
tr17950,48,105138,9,0,0,40
tr17951,30,178383,10,0,0,40
tr17952,38,241998,8,7688,0,40
tr17953,58,196403,9,0,0,10
tr17954,44,232421,9,0,0,32
tr17955,30,130369,11,0,0,40
tr17956,68,336329,9,0,0,10
tr17957,26,337867,13,0,0,40
tr17958,26,104614,13,0,0,40
tr17959,41,223548,2,0,0,40
tr17960,43,506329,13,15024,0,40
tr17961,48,64479,13,0,0,47
tr17962,55,284095,9,0,0,37
tr17963,50,221336,10,0,0,40
tr17964,41,428499,7,0,1485,50
tr17965,52,208302,9,0,0,36
tr17966,24,412156,9,0,0,40
tr17967,31,182177,9,0,1902,40
tr17968,54,129972,11,0,0,38
tr17969,31,186420,14,0,0,25
tr17970,31,203488,13,0,0,50
tr17971,47,128796,9,0,0,40
tr17972,40,55395,11,0,0,40
tr17973,46,314770,10,0,0,48
tr17974,45,135044,9,0,0,40
tr17975,39,319248,6,0,0,25
tr17976,34,236415,10,0,0,18
tr17977,48,151584,10,8614,0,60
tr17978,19,133983,10,0,0,20
tr17979,47,151087,9,0,0,40
tr17980,35,322171,10,0,0,40
tr17981,25,190628,10,0,0,40
tr17982,43,106982,13,0,0,40
tr17983,59,227856,13,0,0,37
tr17984,66,213477,4,0,0,10
tr17985,63,266083,4,0,0,60
tr17986,32,257068,10,0,0,37
tr17987,58,37591,13,0,0,40
tr17988,43,150533,11,0,0,50
tr17989,27,211184,9,0,0,52
tr17990,21,136610,8,0,0,32
tr17991,44,244054,10,0,0,60
tr17992,40,240698,9,0,0,60
tr17993,65,172906,9,0,0,40
tr17994,50,238959,10,0,0,45
tr17995,18,163085,9,0,0,20
tr17996,51,172022,14,0,0,40
tr17997,44,218062,10,0,0,40
tr17998,29,150717,11,0,0,40
tr17999,50,94391,11,0,0,50
tr18000,50,153064,9,5178,0,40
tr18001,43,156771,6,0,0,40
tr18002,23,216639,13,0,0,40
tr18003,41,82161,9,0,0,40
tr18004,30,159159,10,0,0,30
tr18005,58,310014,13,0,0,25
tr18006,50,133014,11,0,0,40
tr18007,37,36214,13,0,0,65
tr18008,21,399022,9,0,0,24
tr18009,33,179758,9,0,0,20
tr18010,52,48947,10,0,0,45
tr18011,47,201865,9,0,0,40
tr18012,45,319122,13,14084,0,45
tr18013,34,155151,10,0,0,40
tr18014,39,24106,10,0,0,40
tr18015,31,257863,10,0,0,15
tr18016,19,28967,10,0,0,40
tr18017,45,379393,10,0,0,45
tr18018,45,152752,11,0,0,3
tr18019,34,154874,9,4416,0,30
tr18020,27,154210,7,0,0,35
tr18021,37,335716,9,0,0,40
tr18022,32,133861,13,13550,0,48
tr18023,24,240137,2,0,0,55
tr18024,39,80004,9,0,0,40
tr18025,18,109702,10,0,0,30
tr18026,62,39610,10,0,0,80
tr18027,24,90046,13,0,0,40
tr18028,46,206889,13,0,0,25
tr18029,44,86298,9,0,0,40
tr18030,53,149650,9,0,2559,48
tr18031,25,323139,13,0,0,35
tr18032,44,237993,15,0,0,45
tr18033,24,36058,13,0,0,50
tr18034,61,163393,9,0,0,20
tr18035,45,93535,14,0,0,40
tr18036,33,112952,10,0,0,48
tr18037,48,182541,13,15024,0,45
tr18038,26,73392,9,0,0,30
tr18039,40,507086,9,0,0,32
tr18040,68,195868,13,20051,0,40
tr18041,24,276851,9,0,1762,40
tr18042,25,39901,13,0,0,60
tr18043,31,33124,13,0,0,50
tr18044,55,419732,10,0,0,38
tr18045,46,171095,12,0,0,38
tr18046,58,199278,13,0,0,38
tr18047,56,235205,9,0,0,40
tr18048,45,168232,13,0,0,55
tr18049,24,145964,13,0,0,40
tr18050,35,72338,9,0,0,56
tr18051,51,153870,9,0,0,40
tr18052,47,323798,15,15024,0,55
tr18053,17,198830,7,0,0,10
tr18054,21,267040,6,0,0,40
tr18055,45,167187,13,0,0,40
tr18056,56,659558,8,0,0,40
tr18057,39,181661,9,0,0,40
tr18058,31,186144,4,0,0,40
tr18059,20,178517,10,0,0,40
tr18060,44,57233,10,0,0,45
tr18061,33,379798,9,0,0,40
tr18062,25,122175,13,0,0,45
tr18063,38,107302,9,0,0,50
tr18064,31,127651,6,0,1741,40
tr18065,33,102884,13,0,0,20
tr18066,49,241753,9,0,0,40
tr18067,28,173611,9,0,0,40
tr18068,29,232666,9,0,0,40
tr18069,23,352207,11,0,0,20
tr18070,52,279129,10,0,0,37
tr18071,27,177057,9,0,0,40
tr18072,47,155659,10,7688,0,55
tr18073,21,251603,9,0,0,40
tr18074,41,19914,13,0,0,40
tr18075,61,115023,10,0,0,40
tr18076,32,101709,13,0,0,40
tr18077,21,313702,10,0,0,40
tr18078,63,250068,8,0,0,40
tr18079,34,227359,10,0,0,42
tr18080,21,196827,12,0,0,10
tr18081,44,118550,9,0,0,33
tr18082,26,285004,13,0,0,35
tr18083,36,280169,14,0,0,50
tr18084,39,144608,13,0,0,40
tr18085,52,76860,9,0,0,8
tr18086,44,167280,13,0,0,40
tr18087,42,334783,9,0,0,40
tr18088,60,141580,9,0,0,50
tr18089,31,226443,13,0,0,40
tr18090,30,366065,10,0,0,40
tr18091,23,225724,10,0,0,25
tr18092,81,132204,2,0,0,20
tr18093,38,197711,6,0,0,40
tr18094,21,30619,10,0,0,38
tr18095,28,335015,9,0,0,40
tr18096,34,61272,13,0,0,40
tr18097,47,106544,9,0,0,40
tr18098,36,144169,9,0,0,50
tr18099,27,40295,9,0,0,99
tr18100,56,266091,13,2907,0,52
tr18101,57,143030,9,0,0,30
tr18102,42,192397,10,0,0,38
tr18103,43,114351,9,0,0,35
tr18104,48,63466,9,0,0,32
tr18105,53,132304,9,0,0,40
tr18106,58,128162,9,0,0,24
tr18107,19,125938,8,0,0,40
tr18108,37,170174,9,0,0,46
tr18109,41,203451,10,0,0,15
tr18110,31,109917,4,0,0,40
tr18111,31,114937,13,0,0,35
tr18112,53,231196,9,0,0,40
tr18113,56,314149,16,0,0,50
tr18114,55,31728,10,0,0,40
tr18115,51,360131,3,0,0,40
tr18116,62,141308,10,0,0,40
tr18117,43,83411,10,0,0,50
tr18118,45,119835,4,0,0,48
tr18119,28,296537,9,0,0,45
tr18120,46,193047,9,0,0,40
tr18121,62,39630,13,0,0,40
tr18122,57,213975,9,0,0,30
tr18123,60,259803,13,0,0,45
tr18124,23,55465,10,0,0,40
tr18125,47,181307,10,99999,0,60
tr18126,21,211301,10,0,0,8
tr18127,51,200450,9,0,0,48
tr18128,52,140985,13,99999,0,30
tr18129,76,125784,13,0,0,40
tr18130,24,152176,10,0,0,39
tr18131,31,111423,13,0,0,55
tr18132,43,130126,13,15024,0,50
tr18133,58,30111,10,0,0,40
tr18134,18,214989,10,0,1602,24
tr18135,19,272800,8,0,0,25
tr18136,44,195881,10,0,0,45
tr18137,41,170924,10,0,0,7
tr18138,21,131473,10,0,0,20
tr18139,40,149466,9,0,0,35
tr18140,25,190418,10,0,0,30
tr18141,62,167889,16,0,0,40
tr18142,42,177989,9,0,0,40
tr18143,35,186035,11,0,0,40
tr18144,19,195805,9,0,0,12
tr18145,60,54800,9,0,0,40
tr18146,20,100605,9,0,0,40
tr18147,23,253190,12,0,0,25
tr18148,18,203301,9,0,0,40
tr18149,40,175696,10,0,0,45
tr18150,19,278304,10,0,0,15
tr18151,51,93193,9,0,0,40
tr18152,18,327612,6,0,0,20
tr18153,41,210844,10,0,0,40
tr18154,27,147340,10,0,0,40
tr18155,71,130436,2,0,0,28
tr18156,25,206600,8,0,0,40
tr18157,73,284680,9,0,0,20
tr18158,45,127738,10,0,0,40
tr18159,25,213412,10,0,0,40
tr18160,50,287927,9,0,0,16
tr18161,44,249332,9,0,0,40
tr18162,44,290403,11,0,0,40
tr18163,49,54772,9,3103,0,45
tr18164,44,56651,10,7688,0,45
tr18165,20,62865,9,0,0,45
tr18166,66,107196,9,0,0,18
tr18167,60,130684,10,0,0,55
tr18168,46,164682,11,0,0,40
tr18169,42,198316,11,0,0,35
tr18170,59,261816,10,0,0,52
tr18171,58,280309,12,5178,0,60
tr18172,47,97176,9,0,0,40
tr18173,58,95835,10,0,0,36
tr18174,69,323016,13,99999,0,40
tr18175,17,280670,6,0,0,40
tr18176,19,136306,7,0,0,24
tr18177,28,65171,10,0,0,70
tr18178,37,25864,9,0,0,40
tr18179,30,149531,9,0,0,50
tr18180,36,33887,10,0,0,40
tr18181,45,172822,7,0,2824,76
tr18182,59,106748,4,0,0,99
tr18183,45,131826,10,0,0,40
tr18184,37,133328,9,0,0,40
tr18185,26,164737,10,0,0,40
tr18186,53,99064,5,0,0,40
tr18187,44,59460,9,0,0,15
tr18188,27,208725,13,0,0,40
tr18189,22,138513,10,0,0,40
tr18190,41,121055,9,0,0,40
tr18191,53,149784,9,0,0,40
tr18192,58,114495,9,0,0,40
tr18193,34,133278,8,0,0,53
tr18194,32,212276,13,0,0,60
tr18195,32,440129,10,0,0,38
tr18196,47,98012,14,7688,0,40
tr18197,27,145284,9,0,0,40
tr18198,40,141537,6,0,0,40
tr18199,36,48093,10,0,0,92
tr18200,23,314819,9,0,0,40
tr18201,44,123572,5,0,0,40
tr18202,19,170800,9,0,0,60
tr18203,42,332401,13,0,0,40
tr18204,60,193038,10,0,0,15
tr18205,45,106910,9,0,0,40
tr18206,36,609935,13,0,0,48
tr18207,52,314627,14,0,0,40
tr18208,28,115945,16,0,0,18
tr18209,83,272248,9,0,0,20
tr18210,17,167878,7,0,0,20
tr18211,27,176972,11,0,0,40
tr18212,35,31095,11,0,0,60
tr18213,40,130834,10,0,0,40
tr18214,23,207415,12,0,0,25
tr18215,51,264457,7,0,0,40
tr18216,51,340588,2,0,0,54
tr18217,82,42435,6,0,0,20
tr18218,28,107411,9,0,0,45
tr18219,53,290640,9,0,0,50
tr18220,29,106179,13,0,0,35
tr18221,19,247679,9,0,0,45
tr18222,30,171598,13,0,0,50
tr18223,23,234460,4,0,0,40
tr18224,66,196674,13,0,0,15
tr18225,27,182540,7,0,0,40
tr18226,35,172694,9,0,0,40
tr18227,17,29571,8,0,0,15
tr18228,27,130438,9,0,0,40
tr18229,27,213421,15,0,0,50
tr18230,44,189956,13,15024,0,40
tr18231,64,133144,9,0,0,16
tr18232,62,24050,9,0,0,15
tr18233,26,276967,10,0,0,40
tr18234,40,184857,9,0,0,40
tr18235,40,145160,16,0,0,40
tr18236,35,192251,9,0,0,40
tr18237,25,190650,13,0,0,40
tr18238,52,255927,10,0,0,24
tr18239,46,99086,10,0,0,40
tr18240,30,216811,9,0,0,40
tr18241,52,110563,10,0,0,40
tr18242,28,120471,9,0,0,40
tr18243,17,183066,6,0,0,25
tr18244,46,298786,10,0,0,40
tr18245,45,297884,13,0,0,40
tr18246,21,253612,10,1055,0,32
tr18247,18,207438,9,0,0,40
tr18248,17,148522,7,0,1721,15
tr18249,90,139660,10,0,0,37
tr18250,23,165474,10,0,0,40
tr18251,41,120277,13,0,0,40
tr18252,19,67929,10,0,0,50
tr18253,69,229418,9,0,0,40
tr18254,23,41356,12,0,0,32
tr18255,28,185127,10,0,0,54
tr18256,37,109133,12,0,1977,45
tr18257,57,148315,9,0,0,30
tr18258,30,145692,10,0,1974,40
tr18259,48,210424,9,914,0,40
tr18260,73,198526,9,0,0,32
tr18261,25,521400,3,0,0,40
tr18262,33,100882,14,0,0,40
tr18263,36,124818,9,0,0,40
tr18264,28,190836,9,3411,0,40
tr18265,57,71367,9,0,0,40
tr18266,31,303032,10,0,0,40
tr18267,35,98989,5,0,0,38
tr18268,32,54782,10,0,0,40
tr18269,35,202683,13,0,0,40
tr18270,26,213081,9,0,0,40
tr18271,27,89718,10,0,0,40
tr18272,17,225106,6,0,1602,18
tr18273,29,253262,10,0,0,40
tr18274,18,78181,7,0,0,30
tr18275,20,158206,10,0,0,30
tr18276,69,337720,9,0,0,24
tr18277,18,391257,10,0,0,40
tr18278,56,134756,9,0,0,40
tr18279,40,183404,10,0,0,8
tr18280,46,192793,10,0,0,40
tr18281,41,203943,8,0,0,40
tr18282,50,237868,14,0,0,50
tr18283,23,139187,7,0,0,50
tr18284,40,126701,13,0,0,40
tr18285,54,172175,10,0,0,40
tr18286,53,608184,9,0,0,40
tr18287,17,198797,7,0,0,20
tr18288,50,425804,13,0,0,40
tr18289,30,119164,13,0,0,40
tr18290,40,92036,13,0,0,40
tr18291,36,77146,14,0,0,40
tr18292,25,191803,12,0,0,50
tr18293,29,54932,9,0,0,40
tr18294,29,251694,13,0,0,50
tr18295,22,268145,13,0,0,40
tr18296,56,104842,13,0,0,50
tr18297,60,227332,14,0,0,40
tr18298,37,212512,9,3464,0,50
tr18299,53,133436,4,0,0,40
tr18300,23,309055,10,0,0,20
tr18301,18,59202,9,0,0,10
tr18302,36,32709,10,3325,0,45
tr18303,67,73559,9,9386,0,50
tr18304,26,169121,13,0,0,48
tr18305,18,308889,7,0,0,20
tr18306,45,144940,14,0,0,40
tr18307,64,102041,7,0,0,40
tr18308,26,335998,9,0,0,38
tr18309,53,29557,10,0,0,40
tr18310,27,210313,9,0,0,28
tr18311,32,190784,10,0,0,40
tr18312,49,107597,9,14084,0,30
tr18313,59,97168,6,0,0,40
tr18314,44,155930,14,7688,0,55
tr18315,61,181033,9,0,0,60
tr18316,41,344572,9,0,0,40
tr18317,46,170165,9,0,0,37
tr18318,32,178835,9,0,0,40
tr18319,29,118230,9,0,0,35
tr18320,48,149640,14,0,0,40
tr18321,32,30271,10,0,0,30
tr18322,21,154165,9,0,0,35
tr18323,50,341797,15,0,0,50
tr18324,44,145246,14,0,0,44
tr18325,51,280093,9,0,0,40
tr18326,42,373469,9,0,0,40
tr18327,27,199172,13,0,0,40
tr18328,70,177199,9,0,0,3
tr18329,33,258932,9,0,0,40
tr18330,65,139960,9,10605,0,60
tr18331,30,59496,10,0,0,40
tr18332,43,34218,10,0,0,40
tr18333,31,200246,5,0,0,40
tr18334,64,316246,13,0,0,40
tr18335,37,239161,10,0,0,52
tr18336,49,173411,9,0,0,40
tr18337,29,259226,7,0,0,48
tr18338,35,195516,9,0,0,40
tr18339,37,200598,12,0,1740,45
tr18340,21,415913,10,0,0,40
tr18341,23,147253,12,0,0,40
tr18342,35,199674,9,0,0,40
tr18343,29,198493,11,0,0,40
tr18344,23,377121,10,0,0,25
tr18345,21,400635,10,0,0,20
tr18346,45,513660,13,0,0,40
tr18347,24,175069,13,0,0,50
tr18348,38,82552,9,594,0,50
tr18349,28,78388,6,0,0,38
tr18350,23,171705,9,0,0,48
tr18351,39,315640,13,0,0,60
tr18352,45,266860,14,15024,0,50
tr18353,68,192829,12,0,0,43
tr18354,60,237317,11,4934,0,40
tr18355,38,110426,16,7688,0,40
tr18356,41,327606,8,0,0,40
tr18357,48,34845,9,0,0,40
tr18358,33,58582,9,0,0,40
tr18359,48,155659,11,0,0,40
tr18360,23,210029,10,0,0,20
tr18361,26,381618,5,0,0,45
tr18362,55,298449,13,0,2415,50
tr18363,35,226789,14,0,0,75
tr18364,52,210736,10,3103,0,55
tr18365,46,111163,9,0,0,38
tr18366,18,92112,9,0,0,30
tr18367,62,136787,9,0,0,40
tr18368,22,29810,10,0,0,30
tr18369,40,360884,10,7298,0,40
tr18370,26,266022,10,0,0,50
tr18371,35,142874,12,0,0,36
tr18372,25,72338,9,0,0,40
tr18373,46,177305,11,0,0,35
tr18374,39,165106,13,0,1564,50
tr18375,41,424478,10,0,0,45
tr18376,59,189721,13,0,0,40
tr18377,37,34180,9,0,0,40
tr18378,38,183279,10,0,0,43
tr18379,33,35309,13,0,0,40
tr18380,23,259109,12,0,0,40
tr18381,67,148690,14,18481,0,2
tr18382,60,125019,13,8614,0,48
tr18383,39,172538,13,0,0,50
tr18384,32,410615,9,0,1887,60
tr18385,26,322547,13,0,0,45
tr18386,39,300760,9,0,0,50
tr18387,28,232782,10,0,0,40
tr18388,29,174645,7,0,0,52
tr18389,43,164693,11,0,0,50
tr18390,23,206861,10,0,0,25
tr18391,32,195602,13,0,1977,45
tr18392,33,422960,10,0,0,60
tr18393,45,116360,9,0,0,35
tr18394,48,278530,9,0,0,40
tr18395,43,188291,15,15024,0,45
tr18396,50,163948,9,0,0,40
tr18397,63,64544,13,0,0,40
tr18398,55,101468,9,3103,0,40
tr18399,22,107882,13,0,0,35
tr18400,32,182691,9,0,0,60
tr18401,27,203776,12,0,0,55
tr18402,22,201268,13,0,0,15
tr18403,44,29762,9,0,0,68
tr18404,34,186346,9,0,0,40
tr18405,28,196690,9,0,0,40
tr18406,40,99604,14,15024,0,24
tr18407,45,194772,10,0,0,55
tr18408,17,95446,6,0,0,15
tr18409,53,257126,8,0,0,45
tr18410,58,194733,12,0,0,40
tr18411,55,98361,9,0,0,35
tr18412,44,124924,11,0,0,44
tr18413,40,111971,9,0,0,30
tr18414,58,130714,14,0,0,50
tr18415,38,208358,9,0,0,40
tr18416,31,149507,11,3464,0,38
tr18417,31,164870,7,0,0,40
tr18418,30,236861,9,0,1876,45
tr18419,37,220314,9,0,0,40
tr18420,38,329980,9,0,1876,40
tr18421,58,318537,8,0,0,40
tr18422,30,183284,13,0,0,50
tr18423,28,334368,11,4650,0,40
tr18424,46,109227,10,0,0,70
tr18425,34,118551,13,0,0,40
tr18426,39,163057,10,0,0,99
tr18427,61,253101,10,0,0,20
tr18428,31,196227,9,0,0,40
tr18429,21,175374,9,0,0,40
tr18430,50,234037,9,0,0,58
tr18431,47,341762,9,0,0,33
tr18432,20,174714,9,0,0,40
tr18433,23,222835,13,0,0,30
tr18434,46,251786,2,0,0,40
tr18435,20,164219,9,0,0,45
tr18436,33,251120,13,7688,0,50
tr18437,30,236993,10,0,0,30
tr18438,43,105896,10,0,0,40
tr18439,23,211527,10,0,0,60
tr18440,34,317809,13,0,0,50
tr18441,50,31014,9,0,0,40
tr18442,44,151985,14,0,0,24
tr18443,26,89389,10,0,0,40
tr18444,35,406051,16,0,0,80
tr18445,48,171986,9,0,0,15
tr18446,26,167848,9,0,0,40
tr18447,41,213019,14,0,0,40
tr18448,25,211424,13,0,0,40
tr18449,24,122348,13,0,0,40
tr18450,24,176178,12,0,0,2
tr18451,41,145220,5,0,0,40
tr18452,38,188612,10,0,0,45
tr18453,19,445728,9,0,0,40
tr18454,19,318002,9,0,0,40
tr18455,24,235722,9,0,0,40
tr18456,59,367984,13,0,0,40
tr18457,67,212705,14,0,0,55
tr18458,35,103986,11,0,0,40
tr18459,44,203761,10,0,0,45
tr18460,58,266792,10,99999,0,40
tr18461,22,116800,12,0,0,60
tr18462,21,99199,10,0,0,10
tr18463,50,162327,10,0,0,50
tr18464,44,100479,12,0,0,48
tr18465,30,321990,10,7298,0,48
tr18466,52,108914,9,0,0,40
tr18467,35,61343,9,0,0,90
tr18468,48,81154,11,0,0,48
tr18469,23,162945,9,0,2377,40
tr18470,37,225504,14,0,0,50
tr18471,44,191712,14,0,2415,55
tr18472,44,176063,9,0,0,50
tr18473,36,198587,13,0,0,40
tr18474,26,34965,10,0,0,12
tr18475,31,467108,13,0,0,45
tr18476,23,263899,9,0,0,12
tr18477,29,204984,9,0,0,50
tr18478,53,217568,9,0,0,40
tr18479,52,48343,11,0,0,40
tr18480,55,193130,9,0,1887,40
tr18481,31,253354,6,0,0,40
tr18482,19,258026,9,0,0,16
tr18483,55,191367,9,0,0,40
tr18484,48,148995,14,0,0,55
tr18485,20,123901,9,0,0,40
tr18486,50,117496,9,7298,0,30
tr18487,45,32356,13,0,0,51
tr18488,17,206506,6,0,0,10
tr18489,38,218729,9,0,0,25
tr18490,43,52498,9,0,0,40
tr18491,22,136767,9,0,0,30
tr18492,63,219540,9,0,0,40
tr18493,36,114059,13,0,0,45
tr18494,56,247337,13,0,0,50
tr18495,43,310969,15,0,0,40
tr18496,41,171546,13,0,0,45
tr18497,41,217455,9,0,0,40
tr18498,59,146391,16,0,0,50
tr18499,46,165484,12,0,0,44
tr18500,23,184271,13,0,0,36
tr18501,46,231347,10,0,0,20
tr18502,53,95469,13,0,1902,40
tr18503,47,244025,9,0,0,56
tr18504,46,46537,14,0,0,40
tr18505,29,383745,9,0,1887,30
tr18506,32,328199,11,0,0,40
tr18507,90,84553,9,0,0,40
tr18508,63,221072,13,0,0,49
tr18509,23,123983,11,0,0,40
tr18510,76,191024,13,0,0,30
tr18511,23,167868,11,0,0,40
tr18512,44,225879,10,0,0,30
tr18513,81,247232,6,2936,0,28
tr18514,17,143791,6,0,0,12
tr18515,56,177271,11,0,0,40
tr18516,58,129786,6,0,0,40
tr18517,45,31339,13,0,0,45
tr18518,25,236267,9,0,0,40
tr18519,36,130620,13,0,0,35
tr18520,32,208180,11,0,0,24
tr18521,25,292058,9,0,0,30
tr18522,29,142712,10,0,0,40
tr18523,23,119665,9,0,0,60
tr18524,48,201177,13,0,0,40
tr18525,29,118337,9,0,0,60
tr18526,27,173800,14,0,0,20
tr18527,55,289257,10,0,0,40
tr18528,30,190912,7,0,1651,40
tr18529,45,140581,10,0,0,40
tr18530,50,174102,9,0,0,40
tr18531,22,316509,9,0,0,50
tr18532,80,20101,9,0,0,32
tr18533,30,187279,9,0,0,44
tr18534,20,259496,10,0,0,20
tr18535,29,181466,9,0,0,35
tr18536,56,178202,10,0,0,40
tr18537,63,188976,13,0,0,40
tr18538,20,203027,9,0,0,40
tr18539,38,142022,9,0,0,40
tr18540,21,216181,10,0,0,35
tr18541,47,178341,6,0,0,46
tr18542,31,198953,10,0,0,38
tr18543,28,173110,9,0,0,40
tr18544,38,66326,9,0,0,99
tr18545,30,181091,13,0,0,40
tr18546,39,135500,9,0,1977,40
tr18547,27,133929,13,0,0,36
tr18548,26,86483,10,0,0,40
tr18549,47,167787,9,0,0,40
tr18550,27,208577,9,0,2258,50
tr18551,43,216697,10,0,0,32
tr18552,32,118457,13,0,0,55
