workclass,id,education,marital-status,occupation,relationship,race,sex,native-country,target
 Private,tr17675, 10th, Never-married, Sales, Unmarried, Other, Female, Dominican-Republic, <=50K
 Private,tr17676, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
 Federal-gov,tr17677, 12th, Never-married, Other-service, Unmarried, Black, Female, United-States, <=50K
 Private,tr17678, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private,tr17679, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female, United-States, >50K
 Private,tr17680, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Private,tr17681, Some-college, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 ?,tr17682, Bachelors, Married-civ-spouse, ?, Wife, Black, Female, ?, >50K
 Private,tr17683, Assoc-voc, Separated, Adm-clerical, Own-child, Black, Female, United-States, <=50K
 Private,tr17684, HS-grad, Never-married, Other-service, Not-in-family, Black, Female, United-States, <=50K
 Private,tr17685, HS-grad, Separated, Craft-repair, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc,tr17686, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Private,tr17687, HS-grad, Separated, Sales, Not-in-family, White, Female, United-States, <=50K
 Private,tr17688, 11th, Widowed, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
 ?,tr17689, Assoc-voc, Widowed, ?, Unmarried, White, Female, United-States, <=50K
 Private,tr17690, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female, United-States, >50K
 Private,tr17691, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Local-gov,tr17692, Some-college, Never-married, Protective-serv, Own-child, White, Male, United-States, <=50K
 Private,tr17693, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private,tr17694, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr17695, HS-grad, Divorced, Craft-repair, Unmarried, White, Female, United-States, <=50K
 Self-emp-not-inc,tr17696, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
 Private,tr17697, 12th, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
 Private,tr17698, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private,tr17699, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Self-emp-not-inc,tr17700, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr17701, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
 Private,tr17702, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr17703, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, United-States, <=50K
 State-gov,tr17704, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr17705, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr17706, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
 Private,tr17707, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr17708, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Federal-gov,tr17709, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Federal-gov,tr17710, Some-college, Never-married, Armed-Forces, Other-relative, White, Male, United-States, <=50K
 Private,tr17711, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Local-gov,tr17712, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr17713, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Local-gov,tr17714, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Private,tr17715, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Private,tr17716, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Private,tr17717, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private,tr17718, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 ?,tr17719, Some-college, Never-married, ?, Not-in-family, White, Female, United-States, <=50K
 Private,tr17720, Some-college, Never-married, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr17721, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, Japan, >50K
 Private,tr17722, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Federal-gov,tr17723, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male, United-States, <=50K
 Private,tr17724, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Self-emp-not-inc,tr17725, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
 Local-gov,tr17726, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, >50K
 Private,tr17727, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Private,tr17728, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private,tr17729, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Federal-gov,tr17730, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private,tr17731, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Female, United-States, <=50K
 Private,tr17732, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, United-States, <=50K
 Local-gov,tr17733, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Local-gov,tr17734, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
 Private,tr17735, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr17736, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female, ?, <=50K
 Private,tr17737, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Local-gov,tr17738, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
 Self-emp-not-inc,tr17739, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Private,tr17740, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private,tr17741, Masters, Never-married, Exec-managerial, Not-in-family, White, Female, ?, <=50K
 Private,tr17742, 9th, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
 Private,tr17743, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private,tr17744, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Self-emp-not-inc,tr17745, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private,tr17746, 7th-8th, Never-married, Machine-op-inspct, Own-child, White, Female, United-States, <=50K
 Self-emp-inc,tr17747, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Self-emp-not-inc,tr17748, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male, United-States, <=50K
 Private,tr17749, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Japan, <=50K
 Private,tr17750, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Local-gov,tr17751, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Local-gov,tr17752, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private,tr17753, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Local-gov,tr17754, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private,tr17755, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female, United-States, <=50K
 Private,tr17756, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male, Mexico, <=50K
 Private,tr17757, 12th, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private,tr17758, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr17759, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private,tr17760, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
 Private,tr17761, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
 Private,tr17762, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female, United-States, <=50K
 Local-gov,tr17763, Bachelors, Never-married, Prof-specialty, Other-relative, Black, Male, United-States, <=50K
 Private,tr17764, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Federal-gov,tr17765, Some-college, Widowed, Tech-support, Not-in-family, White, Female, United-States, <=50K
 Private,tr17766, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr17767, Assoc-voc, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
 Self-emp-not-inc,tr17768, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Federal-gov,tr17769, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Local-gov,tr17770, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc,tr17771, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, >50K
 Private,tr17772, 11th, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
 Local-gov,tr17773, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private,tr17774, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Private,tr17775, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Male, United-States, <=50K
 Private,tr17776, Bachelors, Never-married, Sales, Unmarried, White, Male, United-States, <=50K
 Private,tr17777, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Local-gov,tr17778, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
 Private,tr17779, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, Philippines, <=50K
 ?,tr17780, 11th, Married-spouse-absent, ?, Unmarried, Black, Female, United-States, <=50K
 Private,tr17781, 12th, Never-married, Priv-house-serv, Not-in-family, White, Female, United-States, <=50K
 Private,tr17782, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States, <=50K
 Private,tr17783, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
 Private,tr17784, HS-grad, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
 Local-gov,tr17785, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
 Private,tr17786, Some-college, Never-married, Adm-clerical, Own-child, White, Female, Mexico, <=50K
 Private,tr17787, Bachelors, Separated, Tech-support, Own-child, White, Male, United-States, <=50K
 Local-gov,tr17788, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private,tr17789, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 ?,tr17790, HS-grad, Widowed, ?, Unmarried, White, Female, United-States, <=50K
 Private,tr17791, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Local-gov,tr17792, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr17793, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Local-gov,tr17794, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr17795, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr17796, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
 Self-emp-not-inc,tr17797, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Federal-gov,tr17798, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
 Self-emp-inc,tr17799, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private,tr17800, 10th, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
 Private,tr17801, Bachelors, Divorced, Machine-op-inspct, Unmarried, Other, Female, Puerto-Rico, <=50K
 Private,tr17802, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
 Federal-gov,tr17803, Some-college, Separated, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr17804, 9th, Never-married, Machine-op-inspct, Unmarried, Black, Female, United-States, <=50K
 Private,tr17805, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Self-emp-inc,tr17806, 10th, Never-married, Sales, Own-child, White, Male, United-States, <=50K
 Private,tr17807, Some-college, Never-married, Sales, Own-child, White, Male, United-States, <=50K
 Private,tr17808, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 ?,tr17809, Some-college, Never-married, ?, Own-child, White, Male, United-States, <=50K
 Private,tr17810, Some-college, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
 Private,tr17811, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, United-States, <=50K
 ?,tr17812, Some-college, Never-married, ?, Own-child, White, Female, United-States, <=50K
 Private,tr17813, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private,tr17814, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Private,tr17815, Some-college, Married-civ-spouse, Sales, Own-child, White, Female, United-States, <=50K
 Private,tr17816, 5th-6th, Separated, Priv-house-serv, Unmarried, Other, Female, Mexico, <=50K
 Self-emp-not-inc,tr17817, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Local-gov,tr17818, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 Private,tr17819, 9th, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
 Private,tr17820, Some-college, Divorced, Craft-repair, Not-in-family, White, Female, United-States, <=50K
 Private,tr17821, HS-grad, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
 Federal-gov,tr17822, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Self-emp-inc,tr17823, Masters, Divorced, Exec-managerial, Not-in-family, Black, Female, United-States, <=50K
 Federal-gov,tr17824, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Private,tr17825, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
 Private,tr17826, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Local-gov,tr17827, Some-college, Never-married, Protective-serv, Own-child, White, Male, United-States, <=50K
 Federal-gov,tr17828, HS-grad, Married-civ-spouse, Armed-Forces, Other-relative, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private,tr17829, 11th, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
 Private,tr17830, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 State-gov,tr17831, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 State-gov,tr17832, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Private,tr17833, 9th, Never-married, Other-service, Unmarried, White, Male, Mexico, <=50K
 Private,tr17834, Some-college, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
 Private,tr17835, 11th, Divorced, Craft-repair, Own-child, White, Female, United-States, >50K
 Private,tr17836, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr17837, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, >50K
 Private,tr17838, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female, United-States, <=50K
 Local-gov,tr17839, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private,tr17840, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 Self-emp-not-inc,tr17841, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private,tr17842, 10th, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 Private,tr17843, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private,tr17844, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Female, Mexico, <=50K
 Private,tr17845, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, Columbia, <=50K
 Self-emp-not-inc,tr17846, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private,tr17847, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Private,tr17848, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male, United-States, <=50K
 Local-gov,tr17849, Some-college, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
 Private,tr17850, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr17851, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 ?,tr17852, Masters, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
 Private,tr17853, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
 Private,tr17854, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Private,tr17855, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, >50K
 Private,tr17856, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 Private,tr17857, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 Private,tr17858, 10th, Married-civ-spouse, Sales, Own-child, White, Female, United-States, <=50K
 Local-gov,tr17859, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 Private,tr17860, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male, United-States, <=50K
 Private,tr17861, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private,tr17862, Assoc-acdm, Separated, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 ?,tr17863, Bachelors, Married-civ-spouse, ?, Wife, White, Female, Canada, <=50K
 Self-emp-not-inc,tr17864, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private,tr17865, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private,tr17866, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, Japan, <=50K
 Self-emp-inc,tr17867, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr17868, 10th, Divorced, Handlers-cleaners, Not-in-family, White, Female, United-States, <=50K
 Private,tr17869, 11th, Widowed, Other-service, Unmarried, White, Female, United-States, <=50K
 Self-emp-inc,tr17870, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 State-gov,tr17871, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, United-States, <=50K
 Self-emp-not-inc,tr17872, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private,tr17873, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Self-emp-inc,tr17874, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr17875, Assoc-acdm, Divorced, Tech-support, Own-child, White, Female, United-States, <=50K
 Private,tr17876, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
 Private,tr17877, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private,tr17878, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Private,tr17879, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr17880, 7th-8th, Divorced, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
 Private,tr17881, Some-college, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
 Private,tr17882, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
 Local-gov,tr17883, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
 Private,tr17884, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private,tr17885, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, >50K
 Private,tr17886, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private,tr17887, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
 Private,tr17888, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private,tr17889, Masters, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
 Private,tr17890, HS-grad, Separated, Other-service, Other-relative, Black, Male, United-States, <=50K
 State-gov,tr17891, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private,tr17892, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr17893, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private,tr17894, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr17895, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, Hungary, <=50K
 Private,tr17896, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
 Private,tr17897, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, Mexico, <=50K
 Self-emp-not-inc,tr17898, 7th-8th, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
 State-gov,tr17899, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Local-gov,tr17900, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private,tr17901, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States, <=50K
 ?,tr17902, Some-college, Never-married, ?, Own-child, White, Male, United-States, <=50K
 Private,tr17903, Assoc-voc, Widowed, Prof-specialty, Not-in-family, White, Male, United-States, >50K
 Local-gov,tr17904, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr17905, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc,tr17906, Some-college, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
 Private,tr17907, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Private,tr17908, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male, United-States, >50K
 Private,tr17909, Bachelors, Married-civ-spouse, Sales, Wife, White, Female, United-States, >50K
 Private,tr17910, 1st-4th, Widowed, Other-service, Other-relative, White, Female, Mexico, <=50K
 Local-gov,tr17911, HS-grad, Divorced, Tech-support, Unmarried, White, Female, United-States, <=50K
 Private,tr17912, 11th, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 Local-gov,tr17913, Bachelors, Never-married, Tech-support, Own-child, White, Male, United-States, <=50K
 Private,tr17914, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Local-gov,tr17915, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
 Private,tr17916, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, United-States, >50K
 Local-gov,tr17917, Some-college, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc,tr17918, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 State-gov,tr17919, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
 Private,tr17920, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Private,tr17921, Some-college, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 Private,tr17922, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Local-gov,tr17923, 10th, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
 Private,tr17924, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
 Private,tr17925, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr17926, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr17927, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Private,tr17928, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, >50K
 Private,tr17929, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, United-States, <=50K
 Self-emp-not-inc,tr17930, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private,tr17931, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr17932, 12th, Never-married, Sales, Own-child, Black, Female, United-States, <=50K
 Private,tr17933, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr17934, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female, United-States, <=50K
 Private,tr17935, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, United-States, <=50K
 Private,tr17936, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private,tr17937, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr17938, Bachelors, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
 Federal-gov,tr17939, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr17940, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private,tr17941, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male, Jamaica, >50K
 Local-gov,tr17942, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
 Private,tr17943, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male, Philippines, <=50K
 Self-emp-inc,tr17944, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Federal-gov,tr17945, Some-college, Separated, Adm-clerical, Not-in-family, Black, Male, United-States, <=50K
 Private,tr17946, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
 Local-gov,tr17947, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private,tr17948, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female, United-States, <=50K
 Private,tr17949, HS-grad, Married-AF-spouse, Other-service, Wife, White, Female, United-States, >50K
 Private,tr17950, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female, United-States, <=50K
 Local-gov,tr17951, Some-college, Separated, Handlers-cleaners, Not-in-family, Black, Male, United-States, <=50K
 Private,tr17952, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
